id,category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,status,highlight,create_date,create_time,show_on_front,description
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"Total Small Business Set-Aside (FAR 19.5): 31--BEARING SET,SLEEVE",Federal,,Department of Defense,3-Jun-22,Department of Defense,https://sam.gov/opp/7ac5a765c06e4a07b6ffd3d6630499e2/view,"SPE4A622T78Q0    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120016521859 BEARING SET,SLEEVE: Line 0001 Qty 35 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0247 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"Total Small Business Set-Aside (FAR 19.5): 31--BUSHING,SLEEVE",Federal,,Department of Defense,3-Jun-22,Department of Defense,https://sam.gov/opp/051a48c5db78441e9d09dae66de59905/view,"SPE4A622T78P1    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120015017851 BUSHING,SLEEVE: Line 0001 Qty 50 UI EA Deliver To: 0159 AV BN 05 CO G MED CO AA By: 0020 DAYS ADO Approved source is 98255 881534-11. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BALL,BEARING",Federal,,Department of Defense,3-Jun-22,Department of Defense,https://sam.gov/opp/865647689916419e9bc9d20ef967c6c7/view,"SPE4A622T78W8    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3110013803056 BALL,BEARING: Line 0001 Qty 100 UI EA Deliver To: GHQ - JORDAN ARMED FORCES By: 0020 DAYS ADO Approved source is 3HN73 929897. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BEARING,SLEEVE",Federal,,Department of Defense,3-Jun-22,Department of Defense,https://sam.gov/opp/1013c9aa8bfd4ba8a144446417c8e325/view,"SPE4A622T78L9    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120002192831 BEARING,SLEEVE: Line 0001 Qty 241 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0209 DAYS ADO Approved source is 62983 59561. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--PARTS KIT,BEARING R",Federal,,Department of Defense,3-Jun-22,Department of Defense,https://sam.gov/opp/e108139d5e28422ab3005ad4cbce872b/view,"SPE4A622T78K2    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120016928579 PARTS KIT,BEARING R: Line 0001 Qty 1 UI KT Deliver To: W1A8 DLA DISTRIBUTION By: 0130 DAYS ADO Approved sources are 0BR59 6062627-705; 8FGX3 6062627-705. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"BEARING, ROLLER CYLINDRICAL",Federal,,Department of Defense,10-Jun-22,Department of Defense,https://sam.gov/opp/f8326b0179274f399b4c03f0c86ca4f5/view,"SPE4A622RX868    		    		 ",Purchasing,,703-695-7145,cassandra.blagmon@dla.mil,,,,,,,"Solicitation Number SPE4A622RX868 Solicitation will result in a Commercial Indefinite Delivery Contract IAW FAR 13.5, having a base period of three years plus two one-year option years. The final contract award decision may be based upon a combination of price, past performance, and other evaluation factors as described in the solicitation. The solicitation date is anticipated to be May 25, 2022. A copy of the solicitation will be available via the DIBBS Website https://www.dibbs.bsm.dla.mil/ on the issue date cited in the RFP. From the DIBBS Homepage, select ""Requests for Proposal (RFP) / Invitation for Bid (IFB)"" from the menu under the tab ""Solicitations."" Then search for and choose the RFP you wish to download. RFPs are in portable document format (PDF). To download and view these documents you will need the latest version of Adobe Acrobat Reader. This software is available free at: http://www.adobe.com. A paper copy of this solicitation will not be available to requestors. Surplus dealers, small business dealers and distributors (having existing stock of surplus or newly manufactured material) are invited to respond to this synopsis. The response should include a completed surplus certificate, DLAD 52.211-9000, Government surplus Material or adequate traceability documentation to show that the product is acceptable. In addition, respondents should identify quantity available and price. The government may alter the acquisition strategy if purchase of existing surplus or newly-manufactured inventory is in the best interest of the Government. NSN: 3110-01-160-7191. Bearing, Roller, Cylindrical. Approved Source:? Timken Company (21335) and Raytheon Technologies Corporation (77445). ?Terms are FOB Destination, Inspection and Acceptance at Origin. Stocked Item. QCC of KCJ. ?Estimated Annual Demand is 222, the Minimum is 56 and the Maximum is 222.? This is a Critical Safety Item (CSI) and a Critical Application Item (CAI). COQC applies. Export Control applies. First Article Test (FAT) applies. Configuration Control applies. Requested delivery of 134 days ARO. This NSN is commercial of a type and will utilize solicitation and award procedures IAW FAR 13.5."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BUSHING,SLEEVE",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/7ba9ac5d38404fefbb09d71feae48db4/view,"SPE4A622T76B8    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120013209956 BUSHING,SLEEVE: Line 0001 Qty 82 UI EA Deliver To: DLA DISTRIBUTION JACKSONVILLE By: 0291 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BEARING,PLAIN,ROD E",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/b92dafde6a904f29b35e620dcb76ed2e/view,"SPE4A622T76M1    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120002419054 BEARING,PLAIN,ROD E: Line 0001 Qty 25 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0171 DAYS ADO This is a source controlled drawing item. Approved sources are 15860 ARY8-8; 70210 531797-5; 78118 W-531797-5; 81376 BRE-8628; 97613 KBE8-50. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. The items furnished must meet the requirements of the drawing cited in the solicitation. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BEARING ASSEMBLY,ST",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/627044eb79d94812926cff221c028eca/view,"SPE4A622T76F6    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120016695570 BEARING ASSEMBLY,ST: Line 0001 Qty 2 UI AY Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved source is 52676 Z-7045. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BUSHING,SLEEVE",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/5c9445f8cd8e4bb296738cbd0caf6d35/view,"SPE4A622T75J3    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120014896071 BUSHING,SLEEVE: Line 0001 Qty 12 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved sources are 90099 4D09637-004; 90099 6511E88FN8. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BEARING,SLEEVE",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/ef85044dc5e54b84bdf41e17c8cfb4b0/view,"SPE4A622T76N4    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120007726766 BEARING,SLEEVE: Line 0001 Qty 53 UI EA Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0205 DAYS ADO Approved source is 11599 71619. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"31--BEARING,BALL,DUPLEX",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/8a7d5da860f240dfa94cdd63e0d95cc0/view,"SPE4A622T76N5    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3110011227714 BEARING,BALL,DUPLEX: Line 0001 Qty 1411 UI EA Deliver To: DLA DISTRIBUTION JACKSONVILLE By: 0003 DAYS ADO Approved source is 06848 2663716. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"Total Small Business Set-Aside (FAR 19.5): 31--BEARING,ROLLER,CYLI",Federal,,Department of Defense,1-Jun-22,Department of Defense,https://sam.gov/opp/9d126de299ea4a77921b7da84696e506/view,"SPE4A622T76N9    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3110016677869 BEARING,ROLLER,CYLI: Line 0001 Qty 16 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved source is 0PE50 HLRB-SB6-0000. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
